Month_Year,Customer_ID,SF_Activity_Count,SF_Selling_Time,SF_Activity_Time_,Activity_Type,Sales_Rep,Opportunity_Stage
2025-10-01,C00762,4,2.75,2.13,Email,Rep_09,Nurture
2025-12-01,C00762,2,2.26,1.23,Call,Rep_08,Closed Won
2023-02-01,C00763,4,2.8,3.58,Call,Rep_24,Qualification
2023-04-01,C00763,1,1.13,0.21,Call,Rep_24,Qualification
2024-01-01,C00763,6,4.97,4.08,Email,Rep_16,Nurture
2024-03-01,C00763,2,1.39,1.35,Call,Rep_07,Prospecting
2024-04-01,C00763,3,1.33,1.46,Call,Rep_17,Prospecting
2024-05-01,C00763,6,6.85,4.02,Account Review,Rep_07,Prospecting
2024-09-01,C00763,3,2.74,1.71,Demo,Rep_24,Qualification
2024-11-01,C00763,3,2.09,2.55,Call,Rep_19,Closed Lost
2025-04-01,C00763,2,1.71,1.7,Email,Rep_23,Closed Lost
2025-06-01,C00763,2,1.2,1.22,Account Review,Rep_24,Qualification
2025-07-01,C00763,1,0.69,0.26,Meeting,Rep_05,Proposal
2025-10-01,C00763,4,2.22,2.1,Meeting,Rep_17,Closed Won
2025-11-01,C00763,1,1.01,0.61,Call,Rep_08,Closed Won
2025-12-01,C00763,2,1.25,1.73,Account Review,Rep_02,Proposal
2023-04-01,C00764,2,2.25,0.49,Proposal,Rep_19,Nurture
2023-05-01,C00764,3,2.98,1.03,Email,Rep_06,Nurture
2023-06-01,C00764,1,0.32,0.27,Email,Rep_12,Closed Won
2023-08-01,C00764,4,1.48,2.1,Call,Rep_21,Qualification
2023-09-01,C00764,8,5.44,2.01,Email,Rep_12,Nurture
2023-10-01,C00764,1,0.35,0.82,Call,Rep_05,Prospecting
2024-02-01,C00764,4,4.12,3.57,Demo,Rep_07,Qualification
2024-04-01,C00764,1,0.93,0.65,Call,Rep_20,Nurture
2024-05-01,C00764,2,1.52,1.29,Call,Rep_07,Nurture
2024-06-01,C00764,5,4.55,1.43,Meeting,Rep_01,Qualification
2024-08-01,C00764,2,1.97,1.28,Email,Rep_01,Qualification
2024-09-01,C00764,1,0.92,0.46,Call,Rep_02,Nurture
2024-10-01,C00764,2,0.51,0.49,Email,Rep_01,Proposal
2024-11-01,C00764,1,0.32,0.8,Account Review,Rep_09,Prospecting
2025-02-01,C00764,2,1.85,0.63,Email,Rep_14,Closed Won
2025-03-01,C00764,1,0.27,0.76,Call,Rep_17,Qualification
2025-04-01,C00764,1,0.98,0.54,Proposal,Rep_22,Negotiation
2025-06-01,C00764,2,1.53,0.47,Email,Rep_08,Prospecting
2025-08-01,C00764,3,2.9,1.91,Demo,Rep_18,Qualification
2025-09-01,C00764,2,0.62,0.72,Proposal,Rep_21,Qualification
2025-10-01,C00764,1,0.78,0.5,Call,Rep_16,Prospecting
2023-01-01,C00765,2,1.07,1.15,Account Review,Rep_16,Closed Lost
2023-04-01,C00765,2,1.49,0.6,Proposal,Rep_12,Closed Won
2023-05-01,C00765,4,4.19,3.22,Call,Rep_08,Prospecting
2023-07-01,C00765,1,0.31,0.22,Account Review,Rep_20,Closed Won
2023-08-01,C00765,5,2.65,1.83,Email,Rep_14,Nurture
2023-09-01,C00765,7,7.29,5.7,Email,Rep_16,Qualification
2024-01-01,C00765,8,7.44,2.87,Email,Rep_16,Closed Won
2024-07-01,C00765,4,4.27,0.61,Meeting,Rep_06,Prospecting
2024-09-01,C00765,2,2.06,0.75,Email,Rep_09,Nurture
2024-10-01,C00765,3,1.27,2.33,Email,Rep_11,Prospecting
2024-12-01,C00765,3,1.12,0.79,Demo,Rep_22,Nurture
2025-01-01,C00765,5,3.35,3.71,Meeting,Rep_11,Qualification
2025-05-01,C00765,1,0.9,0.62,Email,Rep_25,Proposal
2025-06-01,C00765,3,2.41,1.62,Email,Rep_15,Negotiation
2025-07-01,C00765,1,0.43,0.22,Call,Rep_04,Qualification
2025-08-01,C00765,1,0.36,0.24,Email,Rep_06,Proposal
2025-09-01,C00765,1,0.44,0.86,Call,Rep_23,Prospecting
2025-11-01,C00765,3,0.89,1.65,Meeting,Rep_16,Prospecting
2025-12-01,C00765,2,0.6,1.65,Email,Rep_18,Proposal
2023-01-01,C00766,3,1.06,0.68,Proposal,Rep_08,Nurture
2023-02-01,C00766,3,2.35,2.35,Email,Rep_12,Proposal
2023-03-01,C00766,4,2.53,3.15,Call,Rep_22,Nurture
2023-04-01,C00766,3,1.32,1.8,Proposal,Rep_07,Qualification
2023-05-01,C00766,8,3.44,4.27,Email,Rep_05,Negotiation
2023-06-01,C00766,4,4.37,2.91,Call,Rep_25,Qualification
2023-07-01,C00766,2,1.02,1.46,Meeting,Rep_12,Closed Lost
2023-08-01,C00766,2,1.1,0.47,Call,Rep_15,Nurture
2023-09-01,C00766,3,2.76,0.46,Meeting,Rep_20,Prospecting
2023-12-01,C00766,4,3.93,2.6,Proposal,Rep_05,Negotiation
2024-02-01,C00766,1,0.77,0.22,Call,Rep_07,Qualification
2024-03-01,C00766,7,3.78,4.29,Call,Rep_07,Closed Won
2024-05-01,C00766,1,0.41,0.29,Email,Rep_15,Closed Won
2024-06-01,C00766,9,8.33,4.6,Meeting,Rep_15,Qualification
2024-07-01,C00766,4,2.5,1.21,Account Review,Rep_20,Negotiation
2024-08-01,C00766,4,4.64,0.68,Email,Rep_12,Closed Won
2024-10-01,C00766,7,5.35,3.87,Call,Rep_24,Nurture
2024-11-01,C00766,3,1.13,2.19,Email,Rep_24,Closed Won
2025-01-01,C00766,1,0.97,0.82,Proposal,Rep_09,Negotiation
2025-02-01,C00766,1,0.51,0.53,Proposal,Rep_17,
2025-03-01,C00766,2,0.59,0.82,Account Review,Rep_13,Prospecting
2025-04-01,C00766,7,2.18,6.06,Call,Rep_14,Proposal
2025-05-01,C00766,1,0.96,0.83,Call,Rep_09,Closed Lost
2025-06-01,C00766,3,1.69,0.69,Account Review,Rep_23,Nurture
2025-11-01,C00766,4,4.61,0.65,Proposal,Rep_07,Prospecting
2023-04-01,C00767,3,1.22,1.4,Email,Rep_22,Proposal
2023-05-01,C00767,3,1.51,0.55,Demo,Rep_22,Prospecting
2023-09-01,C00767,3,3.44,2.57,Email,Rep_16,
2023-10-01,C00767,8,6.56,2.93,Email,Rep_07,Nurture
2023-11-01,C00767,3,3.44,2.01,Call,Rep_17,Nurture
2024-03-01,C00767,2,0.52,0.92,Account Review,Rep_01,Qualification
2024-07-01,C00767,2,1.87,1.62,Email,Rep_03,Negotiation
2024-11-01,C00767,3,1.7,2.65,Email,Rep_24,Proposal
2024-12-01,C00767,2,0.98,0.77,Account Review,Rep_03,Qualification
2025-01-01,C00767,3,1.92,1.05,Email,Rep_20,Closed Won
2025-03-01,C00767,3,2.3,2.29,Account Review,Rep_12,Qualification
2025-04-01,C00767,1,0.46,0.63,Meeting,Rep_13,Closed Won
2025-07-01,C00767,2,0.64,0.92,Proposal,Rep_04,Closed Won
2023-01-01,C00768,3,2.77,1.17,Email,Rep_22,Prospecting
2023-02-01,C00768,4,1.58,3.42,Email,Rep_09,Prospecting
2023-06-01,C00768,3,3.5,2.52,Call,Rep_22,Qualification
2023-07-01,C00768,3,3.35,1.4,Call,Rep_03,Proposal
2023-09-01,C00768,2,1.2,0.4,Call,Rep_21,Qualification
2023-11-01,C00768,2,0.71,0.73,Email,Rep_18,Prospecting
2024-01-01,C00768,2,1.99,0.43,Account Review,Rep_08,Closed Lost
2024-02-01,C00768,5,4.57,1.98,Email,Rep_04,Closed Lost
2024-03-01,C00768,1,0.72,0.57,Meeting,Rep_08,Nurture
2024-06-01,C00768,4,1.36,0.92,Meeting,Rep_14,Closed Won
2024-09-01,C00768,1,1.17,0.23,Meeting,Rep_04,Prospecting
2025-02-01,C00768,1,0.54,0.33,Call,Rep_10,Proposal
2025-06-01,C00768,4,2.73,1.16,Proposal,Rep_07,Qualification
2025-11-01,C00768,2,0.58,0.88,Call,Rep_04,Prospecting
2023-05-01,C00769,1,0.3,0.73,Call,Rep_22,Nurture
2023-06-01,C00769,1,1.13,0.41,Call,Rep_21,Nurture
2023-08-01,C00769,4,3.79,3.09,Email,Rep_09,Closed Won
2023-10-01,C00769,1,0.99,0.24,Call,Rep_08,Proposal
2023-11-01,C00769,2,1.89,0.66,Meeting,Rep_08,Closed Won
2023-12-01,C00769,1,0.93,0.87,Call,Rep_04,Qualification
2024-01-01,C00769,2,1.04,1.43,Call,Rep_01,Prospecting
2024-02-01,C00769,6,2.26,2.53,Email,Rep_14,Closed Won
2024-03-01,C00769,5,4.78,1.59,Call,Rep_10,Prospecting
2024-04-01,C00769,1,0.49,0.57,Call,Rep_01,Closed Lost
2024-05-01,C00769,1,0.3,0.16,Call,Rep_19,Prospecting
2024-08-01,C00769,2,1.04,0.76,Meeting,Rep_14,Nurture
2024-09-01,C00769,2,0.98,1.47,Call,Rep_21,Qualification
2024-11-01,C00769,2,0.74,1.71,Call,Rep_10,Qualification
2024-12-01,C00769,1,0.44,0.76,Account Review,Rep_08,Prospecting
2025-01-01,C00769,1,1.08,0.42,Call,Rep_01,Qualification
2025-02-01,C00769,2,1.89,1.68,Call,Rep_15,Prospecting
2025-04-01,C00769,4,3.4,1.38,Email,Rep_09,Prospecting
2025-05-01,C00769,6,5.16,4.91,Call,Rep_20,Nurture
2025-07-01,C00769,1,1.09,0.47,Call,Rep_08,Negotiation
2025-08-01,C00769,1,1.17,0.16,Proposal,Rep_25,Nurture
2025-09-01,C00769,2,1.77,1.05,Call,Rep_01,Prospecting
2025-10-01,C00769,1,0.39,0.67,Meeting,Rep_12,Closed Won
2025-12-01,C00769,6,6.29,2.34,Account Review,Rep_10,Negotiation
2023-02-01,C00770,6,2.03,1.54,Email,Rep_19,Proposal
2023-03-01,C00770,4,4.55,2.06,Meeting,Rep_12,Qualification
2023-04-01,C00770,7,8.3,4.73,Call,Rep_14,Qualification
2023-05-01,C00770,5,1.47,3.13,Meeting,Rep_24,Nurture
2023-06-01,C00770,3,1.03,1.75,Meeting,Rep_07,Nurture
2023-08-01,C00770,5,4.69,1.13,Meeting,Rep_08,Closed Won
2023-10-01,C00770,3,1.15,2.04,Call,Rep_24,Prospecting
2023-11-01,C00770,4,1.74,1.85,Meeting,Rep_02,Nurture
2023-12-01,C00770,1,0.71,0.22,Call,Rep_22,Proposal
2024-01-01,C00770,6,5.5,4.22,Email,Rep_02,Prospecting
2024-02-01,C00770,2,0.81,1.06,Call,Rep_15,Proposal
2024-03-01,C00770,3,2.78,1.6,Email,Rep_03,Proposal
2024-04-01,C00770,7,5.3,5.91,Email,Rep_24,Nurture
2024-05-01,C00770,2,1.27,0.9,Email,Rep_15,Closed Lost
2024-06-01,C00770,3,1.49,2.21,Email,Rep_13,Closed Won
2024-07-01,C00770,4,1.52,2.93,Demo,Rep_12,Proposal
2024-09-01,C00770,3,1.99,2.15,Email,Rep_15,Prospecting
2024-10-01,C00770,3,2.33,2.38,Email,Rep_24,Qualification
2025-01-01,C00770,3,1.94,1.51,Email,Rep_10,Closed Won
2025-02-01,C00770,2,0.9,1.73,Call,Rep_03,Prospecting
2025-03-01,C00770,1,0.55,0.29,Call,Rep_01,Prospecting
2025-04-01,C00770,3,3.52,0.57,Call,Rep_19,Qualification
2025-05-01,C00770,5,2.65,3.21,Meeting,Rep_02,Proposal
2025-07-01,C00770,4,3.8,2.01,Account Review,Rep_14,Prospecting
2025-08-01,C00770,5,2.28,2.34,Proposal,Rep_09,Closed Won
2025-09-01,C00770,3,3.07,0.83,Account Review,Rep_19,Proposal
2025-11-01,C00770,5,5.81,1.49,Call,Rep_10,Negotiation
2025-12-01,C00770,4,4.46,1.55,Email,Rep_15,Negotiation
2023-03-01,C00771,5,3.32,1.21,Account Review,Rep_24,Proposal
2023-04-01,C00771,3,2.61,0.71,Demo,Rep_20,Nurture
2023-06-01,C00771,1,0.74,0.87,Proposal,Rep_17,Qualification
2023-09-01,C00771,3,2.52,0.58,Call,Rep_12,Qualification
2023-10-01,C00771,1,1.19,0.7,Demo,Rep_12,Closed Won
2023-12-01,C00771,3,1.51,0.57,Call,Rep_17,Closed Lost
2024-01-01,C00771,8,8.73,3.97,Account Review,Rep_04,Closed Won
2024-02-01,C00771,7,6.77,3.55,Email,Rep_21,Negotiation
2024-03-01,C00771,3,2.86,1.02,Account Review,Rep_25,Qualification
2024-05-01,C00771,5,3.62,2.43,Proposal,Rep_04,Nurture
2024-07-01,C00771,6,6.47,1.97,Account Review,Rep_03,Proposal
2024-08-01,C00771,1,0.77,0.4,Call,Rep_13,Qualification
2024-09-01,C00771,5,4.28,3.95,Call,Rep_22,Closed Lost
2024-10-01,C00771,6,3.47,4.01,Account Review,Rep_04,Proposal
2024-11-01,C00771,10,5.88,2.93,Meeting,Rep_04,Prospecting
2025-01-01,C00771,3,3.46,1.3,Email,Rep_20,Prospecting
2025-02-01,C00771,7,3.36,2.18,Demo,Rep_09,Proposal
2025-04-01,C00771,3,3.59,1.32,Meeting,Rep_04,Closed Lost
2025-05-01,C00771,6,5.5,4.31,Meeting,Rep_14,Closed Won
2025-07-01,C00771,2,0.5,1.01,Account Review,Rep_04,Proposal
2025-08-01,C00771,2,0.86,1.27,Call,Rep_09,Negotiation
2025-09-01,C00771,8,6.35,6.93,Demo,Rep_24,Proposal
2025-11-01,C00771,4,1.9,0.6,Call,Rep_17,
2025-12-01,C00771,1,1.13,0.64,Call,Rep_10,Proposal
2023-01-01,C00772,4,2.21,1.92,Call,Rep_17,Closed Won
2023-02-01,C00772,2,1.26,0.92,Email,Rep_23,Qualification
2023-04-01,C00772,3,3.47,0.64,Email,Rep_25,Nurture
2023-06-01,C00772,3,1.63,2.57,Account Review,Rep_14,Nurture
2023-07-01,C00772,6,5.54,3.41,Account Review,Rep_10,Prospecting
2023-09-01,C00772,1,0.36,0.87,Call,Rep_06,Prospecting
2023-11-01,C00772,3,1.68,2.69,Meeting,Rep_02,Qualification
2023-12-01,C00772,3,2.36,0.82,Email,Rep_16,Proposal
2024-02-01,C00772,6,4.17,1.87,Email,Rep_02,Qualification
2024-04-01,C00772,6,3.98,2.22,Account Review,Rep_09,Prospecting
2024-05-01,C00772,5,4.34,3.07,Proposal,Rep_09,Negotiation
2024-06-01,C00772,5,3.92,2.98,Call,Rep_25,Closed Won
2024-07-01,C00772,7,5.64,5.87,Call,Rep_20,Closed Won
2024-10-01,C00772,1,0.56,0.89,Call,Rep_08,Nurture
2024-11-01,C00772,8,7.51,1.55,Call,Rep_11,Negotiation
2024-12-01,C00772,3,2.51,1.99,Meeting,Rep_19,Proposal
2025-02-01,C00772,1,0.42,0.43,Call,Rep_18,Qualification
2025-03-01,C00772,3,2.05,1.59,Email,Rep_15,Qualification
2025-04-01,C00772,1,1.19,0.78,Meeting,Rep_23,Proposal
2025-05-01,C00772,1,0.94,0.31,Email,Rep_05,Prospecting
2025-09-01,C00772,2,1.35,0.7,Call,Rep_17,Nurture
2025-11-01,C00772,1,0.32,0.76,Call,Rep_25,Prospecting
2023-01-01,C00773,1,1.07,0.52,Meeting,Rep_15,Prospecting
2023-04-01,C00773,2,1.74,1.37,Email,Rep_12,Prospecting
2023-05-01,C00773,2,1.26,1.47,Call,Rep_02,Proposal
2023-06-01,C00773,1,0.5,0.86,Email,Rep_17,Qualification
2023-07-01,C00773,3,2.03,1.8,Email,Rep_11,Closed Won
2023-09-01,C00773,8,3.33,2.15,Proposal,Rep_05,Qualification
2023-10-01,C00773,2,2.02,1.29,Call,Rep_15,Qualification
2023-11-01,C00773,3,1.12,1.07,Proposal,Rep_10,Nurture
2023-12-01,C00773,1,1.14,0.85,Call,Rep_25,Nurture
2024-02-01,C00773,2,0.61,0.82,Email,Rep_19,Qualification
2024-03-01,C00773,2,0.98,0.75,Call,Rep_19,Nurture
2024-04-01,C00773,1,1.15,0.25,Meeting,Rep_06,Closed Won
2024-06-01,C00773,4,3.9,2.82,Email,Rep_10,Prospecting
2024-08-01,C00773,1,0.58,0.72,Account Review,Rep_22,Nurture
2024-09-01,C00773,2,2.26,1.6,Account Review,Rep_06,Negotiation
2024-10-01,C00773,1,1.04,0.8,Proposal,Rep_03,Prospecting
2024-11-01,C00773,4,2.03,2.44,Call,Rep_20,Qualification
2024-12-01,C00773,1,0.83,0.83,Email,Rep_19,Proposal
2025-02-01,C00773,5,5.85,1.92,Meeting,Rep_02,Prospecting
2025-03-01,C00773,5,1.61,2.53,Email,Rep_19,Qualification
2025-04-01,C00773,2,1.15,1.71,Email,Rep_21,Qualification
2025-06-01,C00773,5,4.67,1.04,Email,Rep_10,Nurture
2025-07-01,C00773,3,3.12,1.96,Email,Rep_11,Nurture
2025-08-01,C00773,1,0.29,0.43,Meeting,Rep_23,Qualification
2025-09-01,C00773,1,0.65,0.71,Call,Rep_03,Closed Won
2025-11-01,C00773,10,7.69,3.98,Meeting,Rep_05,Prospecting
2023-01-01,C00774,3,1.31,2.03,Email,Rep_22,Nurture
2023-03-01,C00774,7,4.71,3.91,Email,Rep_20,Closed Won
2023-05-01,C00774,7,6.21,3.06,Call,Rep_19,Closed Lost
2023-07-01,C00774,3,3.57,2.19,Proposal,Rep_07,Proposal
2023-08-01,C00774,1,0.73,0.39,Call,Rep_17,Qualification
2023-10-01,C00774,7,3.38,1.85,Call,Rep_15,Qualification
2023-11-01,C00774,1,0.58,0.38,Proposal,Rep_04,Prospecting
2023-12-01,C00774,6,6.1,3.14,Demo,Rep_02,Qualification
2024-02-01,C00774,1,0.88,0.81,Proposal,Rep_22,Prospecting
2024-06-01,C00774,3,1.84,2.49,Meeting,Rep_22,Qualification
2024-10-01,C00774,1,0.26,0.54,Demo,Rep_01,Prospecting
2025-06-01,C00774,1,1.1,0.16,Email,Rep_19,Negotiation
2025-08-01,C00774,1,1.13,0.51,Email,Rep_13,Proposal
2025-10-01,C00774,2,1.3,1.3,Email,Rep_07,Closed Won
2025-11-01,C00774,9,10.27,6.36,Call,Rep_08,Prospecting
2025-12-01,C00774,2,1.04,0.65,Proposal,Rep_10,Qualification
2023-02-01,C00775,2,0.83,1.8,Call,Rep_06,Qualification
2023-03-01,C00775,3,2.7,2.26,Call,Rep_14,Qualification
2023-08-01,C00775,2,2.29,1.11,Email,Rep_20,Closed Won
2023-10-01,C00775,2,1.05,0.95,Call,Rep_03,Proposal
2023-11-01,C00775,4,4.38,1.58,Meeting,Rep_06,Proposal
2023-12-01,C00775,1,0.78,0.53,Meeting,Rep_25,Proposal
2024-02-01,C00775,4,1.49,2.6,Call,Rep_08,Prospecting
2024-04-01,C00775,1,0.49,0.8,Demo,Rep_10,Negotiation
2024-05-01,C00775,1,0.47,0.84,Email,Rep_21,Negotiation
2024-07-01,C00775,1,0.48,0.5,Account Review,Rep_15,Proposal
2024-10-01,C00775,1,0.67,0.56,Account Review,Rep_24,Qualification
2024-12-01,C00775,2,1.35,1.64,Meeting,Rep_22,Qualification
2025-02-01,C00775,2,0.5,1.68,Proposal,Rep_09,Prospecting
2025-03-01,C00775,3,3.48,0.78,Call,Rep_01,Nurture
2025-04-01,C00775,4,1.36,2.91,Call,Rep_22,Proposal
2025-05-01,C00775,1,0.94,0.7,Meeting,Rep_22,Prospecting
2025-06-01,C00775,1,0.29,0.42,Call,Rep_25,
2025-07-01,C00775,1,0.59,0.82,Email,Rep_22,Proposal
2025-09-01,C00775,3,2.76,1.05,Call,Rep_09,Closed Won
2025-10-01,C00775,4,4.72,1.23,Call,Rep_01,Qualification
2025-12-01,C00775,3,0.87,2.14,Call,Rep_17,Negotiation
2023-04-01,C00776,1,0.82,0.69,Call,Rep_23,Prospecting
2023-07-01,C00776,2,1.67,1.16,Account Review,Rep_24,Qualification
2023-08-01,C00776,1,0.49,0.61,Meeting,Rep_05,Proposal
2024-03-01,C00776,4,2.05,1.99,Email,Rep_18,Nurture
2024-04-01,C00776,1,1.05,0.46,Call,Rep_19,Nurture
2024-06-01,C00776,4,3.02,1.58,Email,Rep_15,Proposal
2024-08-01,C00776,1,0.33,0.55,Call,Rep_02,Prospecting
2025-01-01,C00776,1,0.71,0.66,Meeting,Rep_12,Closed Won
2025-03-01,C00776,1,0.87,0.79,Email,Rep_17,Prospecting
2025-04-01,C00776,8,3.88,3.84,Call,Rep_18,Nurture
2025-07-01,C00776,5,5.65,1.23,Demo,Rep_12,Negotiation
2023-04-01,C00777,2,2.1,1.75,Call,Rep_21,Closed Won
2023-06-01,C00777,5,4.52,2.37,Call,Rep_17,Negotiation
2023-07-01,C00777,4,3.52,2.21,Proposal,Rep_16,Proposal
2023-08-01,C00777,2,1.68,1.54,Email,Rep_01,Nurture
2023-09-01,C00777,2,2.21,0.48,Meeting,Rep_06,Negotiation
2023-10-01,C00777,5,4.21,1.95,Email,Rep_20,Closed Won
2023-12-01,C00777,3,3.52,2.51,Call,Rep_09,Proposal
2024-01-01,C00777,2,1.37,1.16,Call,Rep_20,Qualification
2024-02-01,C00777,1,1.0,0.27,Meeting,Rep_12,Qualification
2024-03-01,C00777,2,0.64,0.87,Proposal,Rep_22,Nurture
2024-04-01,C00777,2,1.45,1.16,Call,Rep_24,Qualification
2024-06-01,C00777,2,0.77,0.89,Call,Rep_23,Proposal
2024-07-01,C00777,5,4.67,2.94,Call,Rep_05,Negotiation
2024-08-01,C00777,3,2.31,1.87,Account Review,Rep_06,Negotiation
2024-10-01,C00777,6,2.01,3.31,Call,Rep_14,Qualification
2024-11-01,C00777,4,1.35,1.85,Call,Rep_13,Closed Lost
2025-01-01,C00777,1,0.75,0.84,Meeting,Rep_13,Qualification
2025-02-01,C00777,3,1.37,1.48,Call,Rep_06,Nurture
2025-03-01,C00777,8,2.38,2.44,Email,Rep_19,Nurture
2025-05-01,C00777,4,2.93,2.06,Email,Rep_09,Qualification
2025-06-01,C00777,4,2.15,0.8,Call,Rep_17,Prospecting
2025-07-01,C00777,3,2.45,1.97,Demo,Rep_25,Proposal
2025-08-01,C00777,1,0.41,0.6,Email,Rep_25,Nurture
2025-10-01,C00777,5,2.24,3.95,Call,Rep_03,Prospecting
2025-11-01,C00777,8,8.37,5.33,Proposal,Rep_20,Closed Won
2025-12-01,C00777,2,1.88,1.31,Meeting,Rep_17,Qualification
2023-05-01,C00778,1,1.13,0.57,Call,Rep_06,Proposal
2023-12-01,C00778,1,0.72,0.87,Meeting,Rep_23,Qualification
2024-06-01,C00778,3,0.87,1.82,Call,Rep_24,Proposal
2024-07-01,C00778,1,1.02,0.85,Email,Rep_08,Closed Won
2024-09-01,C00778,2,2.06,0.52,Account Review,Rep_08,Nurture
2024-11-01,C00778,3,2.58,2.12,Demo,Rep_03,Nurture
2025-03-01,C00778,2,0.84,1.33,Call,Rep_23,Closed Won
2025-05-01,C00778,3,3.02,0.5,Email,Rep_24,Negotiation
2025-07-01,C00778,1,0.75,0.69,Proposal,Rep_24,Closed Won
2025-10-01,C00778,8,8.33,2.48,Email,Rep_14,Closed Won
2023-03-01,C00779,8,4.0,4.63,Call,Rep_06,Qualification
2023-04-01,C00779,2,0.62,0.93,Account Review,Rep_12,Proposal
2023-05-01,C00779,3,2.78,1.17,Call,Rep_18,Prospecting
2023-06-01,C00779,4,3.54,1.53,Account Review,Rep_01,Nurture
2023-08-01,C00779,1,0.96,0.88,Account Review,Rep_15,Nurture
2023-09-01,C00779,7,2.49,1.4,Email,Rep_11,Qualification
2024-04-01,C00779,1,1.2,0.38,Demo,Rep_04,Closed Lost
2024-07-01,C00779,5,1.7,1.99,Meeting,Rep_17,Proposal
2024-11-01,C00779,2,0.63,0.63,Call,Rep_15,Proposal
2024-12-01,C00779,1,0.84,0.55,Meeting,Rep_22,Negotiation
2025-01-01,C00779,2,2.11,0.99,Call,Rep_22,Proposal
2025-03-01,C00779,3,2.31,1.45,Email,Rep_07,Proposal
2025-04-01,C00779,1,0.71,0.24,Email,Rep_15,Closed Won
2025-05-01,C00779,5,5.62,1.94,Call,Rep_08,Nurture
2025-08-01,C00779,1,0.7,0.27,Meeting,Rep_01,Nurture
2025-09-01,C00779,1,0.72,0.67,Meeting,Rep_03,Nurture
2025-11-01,C00779,5,5.08,1.41,Email,Rep_25,Closed Won
2023-05-01,C00780,1,0.75,0.72,Meeting,Rep_15,Proposal
2023-07-01,C00780,4,4.15,1.12,Email,Rep_06,Prospecting
2023-08-01,C00780,1,1.07,0.66,Account Review,Rep_24,Closed Won
2023-12-01,C00780,3,2.9,0.98,Email,Rep_07,Prospecting
2024-03-01,C00780,4,2.92,1.84,Email,Rep_05,Nurture
2024-06-01,C00780,3,1.22,0.78,Call,Rep_16,Proposal
2024-07-01,C00780,3,2.51,1.41,Account Review,Rep_05,Qualification
2024-09-01,C00780,1,1.03,0.23,Meeting,Rep_09,Closed Won
2025-02-01,C00780,2,2.05,0.69,Meeting,Rep_01,Closed Won
2025-09-01,C00780,4,1.57,1.33,Email,Rep_06,Prospecting
2025-12-01,C00780,3,2.97,2.2,Email,Rep_12,Prospecting
2023-01-01,C00781,3,1.64,0.82,Meeting,Rep_21,Nurture
2023-03-01,C00781,4,3.33,2.55,Call,Rep_09,Qualification
2023-04-01,C00781,3,1.77,0.67,Call,Rep_04,Qualification
2023-05-01,C00781,6,3.0,4.29,Email,Rep_23,Nurture
2023-09-01,C00781,4,2.79,3.15,Meeting,Rep_05,Prospecting
2023-11-01,C00781,7,5.33,5.16,Account Review,Rep_11,Qualification
2023-12-01,C00781,2,0.99,0.48,Account Review,Rep_17,Proposal
2024-01-01,C00781,6,6.8,4.31,Call,Rep_14,Nurture
2024-02-01,C00781,10,3.51,5.35,Call,Rep_01,Nurture
2024-03-01,C00781,4,2.69,2.75,Email,Rep_23,Prospecting
2024-04-01,C00781,3,3.36,2.08,Demo,Rep_02,Closed Lost
2024-05-01,C00781,3,2.8,1.78,Meeting,Rep_21,Prospecting
2024-06-01,C00781,3,1.75,2.48,Account Review,Rep_12,Nurture
2024-07-01,C00781,8,2.97,5.27,Account Review,Rep_09,Negotiation
2024-09-01,C00781,3,1.59,1.09,Meeting,Rep_04,Qualification
2024-10-01,C00781,6,6.57,2.08,Proposal,Rep_05,Prospecting
2024-11-01,C00781,3,3.05,2.61,Email,Rep_04,Prospecting
2024-12-01,C00781,4,4.17,1.97,Email,Rep_18,Negotiation
2025-01-01,C00781,5,5.68,4.47,Email,Rep_12,Qualification
2025-02-01,C00781,2,1.87,1.19,Email,Rep_05,Closed Lost
2025-03-01,C00781,3,1.64,2.41,Call,Rep_04,Qualification
2025-04-01,C00781,4,2.64,2.11,Meeting,Rep_15,Negotiation
2025-05-01,C00781,4,4.65,3.27,Call,Rep_02,Prospecting
2025-06-01,C00781,5,4.97,3.23,Email,Rep_19,Qualification
2025-07-01,C00781,3,2.57,1.31,Email,Rep_19,Prospecting
2025-08-01,C00781,4,4.07,3.58,Call,Rep_05,Prospecting
2025-09-01,C00781,7,8.26,5.29,Email,Rep_23,Prospecting
2025-11-01,C00781,5,1.68,2.7,Demo,Rep_10,Prospecting
2025-12-01,C00781,1,0.84,0.75,Call,Rep_25,Proposal
2023-01-01,C00782,7,5.9,4.47,Demo,Rep_17,Qualification
2023-02-01,C00782,5,4.21,2.26,Call,Rep_24,Prospecting
2023-03-01,C00782,6,6.73,1.52,Call,Rep_06,Prospecting
2023-04-01,C00782,5,4.5,3.39,Email,Rep_22,Proposal
2023-07-01,C00782,3,3.24,1.31,Email,Rep_14,Proposal
2023-08-01,C00782,3,3.09,1.84,Meeting,Rep_12,
2023-10-01,C00782,8,9.51,3.84,Proposal,Rep_05,
2023-11-01,C00782,3,1.5,1.88,Email,Rep_13,Closed Won
2023-12-01,C00782,3,2.67,2.05,Email,Rep_04,Qualification
2024-04-01,C00782,4,1.3,1.47,Call,Rep_09,Nurture
2024-05-01,C00782,1,0.39,0.55,Meeting,Rep_02,Closed Lost
2024-06-01,C00782,3,3.46,0.77,Call,Rep_14,Nurture
