ID_Customer,Sales,Units,order_lines,active_purchase_months,distinct_products,prd_line_coverage,prd_grp_1_coverage,prd_grp_2_coverage,prd_grp_3_coverage,customer_first_active_date,customer_last_active_date,prd_line_coverage_pct,prd_grp_1_coverage_pct,prd_grp_2_coverage_pct,prd_grp_3_coverage_pct,avg_order_line_value,avg_unit_price_realized,first_YM,last_YM,first_YM_ORD,last_YM_ORD,active_months,active_in_last_3m,active_in_last_6m,active_in_last_12m,max_consec_active_months,current_consec_active_months,avg_inactive_gap_months,max_inactive_gap_months,lifetime_months,months_since_last_purchase,activity_ratio_lifetime,is_inactive_6m,is_inactive_12m,avg_monthly_revenue,historical_ltv,purchase_freq_per_year,R_recency_m,F_frequency_m,M_sales,sales_value_segment,recency_segment,sf_first_YM,sf_last_YM,sf_first_YM_ORD,sf_last_YM_ORD,sf_active_months,sf_active_in_last_3m,sf_active_in_last_6m,sf_active_in_last_12m,sf_max_consec_active_months,sf_current_consec_active_months,sf_avg_inactive_gap_months,sf_max_inactive_gap_months,sf_total_events,sf_total_selling_time,sf_total_activity_time,sf_distinct_activity_types,sf_distinct_reps,sf_lifetime_months,sf_months_since_last_event,sf_activity_ratio_lifetime,sf_events_per_active_month,has_salesforce_activity,sales_without_recent_sf_activity,sf_activity_without_recent_sales
C00871,1617.22,16,11,6,7,5,3,6,6,2024-10-01,2025-11-01,0.7142857142857143,0.5,0.3333333333333333,0.17142857142857143,147.02,101.07625,2024-10,2025-11,657,670,6,1,1,1,4.0,4.0,1.6,7.0,14,1,0.42857142857142855,0,0,115.51571428571428,1617.22,5.142857142857142,1,6,1617.22,Low Value,Very Recent,2023-02,2025-12,637,671,30,1,1,1,12.0,5.0,0.1724137931034483,2.0,68,48.02,39.58,6,18,35,0,0.8571428571428571,2.2666666666666666,1,0,0
C00872,3342.09,13,7,2,4,3,3,4,4,2025-07-01,2025-10-01,0.42857142857142855,0.5,0.2222222222222222,0.11428571428571428,477.4414285714286,257.08384615384614,2025-07,2025-10,666,669,2,1,1,1,1.0,1.0,2.0,2.0,4,2,0.5,0,0,835.5225,3342.09,6.0,2,2,3342.09,Low Value,Recent,2023-02,2025-12,637,671,9,1,1,1,1.0,1.0,3.25,5.0,28,20.39,14.73,3,9,35,0,0.2571428571428571,3.111111111111111,1,0,0
C00873,49978.78,381,101,31,8,5,3,6,7,2023-01-01,2025-12-01,0.7142857142857143,0.5,0.3333333333333333,0.2,494.839405940594,131.17790026246718,2023-01,2025-12,636,671,31,1,1,1,11.0,5.0,0.16666666666666666,1.0,36,0,0.8611111111111112,0,0,1388.2994444444444,49978.78,10.333333333333334,0,31,49978.78,High Value,Very Recent,2023-02,2025-11,637,670,20,1,1,1,5.0,1.0,0.7368421052631579,4.0,77,58.62,40.6,4,14,34,1,0.5882352941176471,3.85,1,0,0
C00874,16482.489999999998,38,19,7,5,3,3,5,5,2025-02-01,2025-11-01,0.42857142857142855,0.5,0.2777777777777778,0.14285714285714285,867.4994736842104,433.7497368421052,2025-02,2025-11,661,670,7,1,1,1,3.0,2.0,0.5,2.0,10,1,0.7,0,0,1648.2489999999998,16482.489999999998,8.4,1,7,16482.489999999998,Mid Value,Very Recent,2023-02,2025-12,637,671,30,1,1,1,9.0,4.0,0.1724137931034483,1.0,81,56.97,42.03,5,16,35,0,0.8571428571428571,2.7,1,0,0
C00875,5582.53,32,26,12,11,4,5,10,11,2023-02-01,2025-12-01,0.5714285714285714,0.8333333333333334,0.5555555555555556,0.3142857142857143,214.7126923076923,174.4540625,2023-02,2025-12,637,671,12,1,1,1,2.0,1.0,2.090909090909091,5.0,35,0,0.34285714285714286,0,0,159.50085714285714,5582.53,4.114285714285715,0,12,5582.53,Low Value,Very Recent,2023-05,2025-04,640,663,9,0,0,1,2.0,2.0,1.875,3.0,29,16.18,14.76,4,7,24,8,0.375,3.2222222222222223,1,1,0
C00876,114207.05,334,46,21,13,7,5,10,12,2023-06-01,2025-11-01,1.0,0.8333333333333334,0.5555555555555556,0.34285714285714286,2482.761956521739,341.93727544910183,2023-06,2025-11,641,670,21,1,1,1,10.0,2.0,0.45,2.0,30,1,0.7,0,0,3806.9016666666666,114207.05,8.4,1,21,114207.05,Top Value,Very Recent,2023-01,2025-11,636,670,33,1,1,1,23.0,23.0,0.0625,1.0,135,96.77,71.33,6,18,35,1,0.9428571428571428,4.090909090909091,1,0,0
C00878,46626.240000000005,110,16,6,6,4,3,4,6,2023-01-01,2024-06-01,0.5714285714285714,0.5,0.2222222222222222,0.17142857142857143,2914.1400000000003,423.8749090909091,2023-01,2024-06,636,653,6,0,0,0,2.0,1.0,2.4,6.0,18,18,0.3333333333333333,1,1,2590.346666666667,46626.240000000005,4.0,18,6,46626.240000000005,High Value,Inactive,2023-03,2025-12,638,671,23,1,1,1,6.0,1.0,0.5,3.0,50,30.89,23.169999999999998,6,15,34,0,0.6764705882352942,2.1739130434782608,1,0,1
C00879,10997.960000000001,28,17,10,7,4,4,7,7,2023-07-01,2025-10-01,0.5714285714285714,0.6666666666666666,0.3888888888888889,0.2,646.9388235294118,392.7842857142858,2023-07,2025-10,642,669,10,1,1,1,3.0,1.0,2.0,10.0,28,2,0.35714285714285715,0,0,392.7842857142858,10997.960000000001,4.285714285714286,2,10,10997.960000000001,Mid Value,Recent,2023-03,2025-07,638,666,11,0,1,1,2.0,2.0,1.8,7.0,41,30.54,23.21,4,9,29,5,0.3793103448275862,3.727272727272727,1,0,0
C00880,144430.7,620,106,28,11,5,4,7,9,2023-01-01,2025-12-01,0.7142857142857143,0.6666666666666666,0.3888888888888889,0.2571428571428571,1362.5537735849057,232.95274193548389,2023-01,2025-12,636,671,28,1,1,1,8.0,5.0,0.2962962962962963,2.0,36,0,0.7777777777777778,0,0,4011.9638888888894,144430.7,9.333333333333334,0,28,144430.7,Top Value,Very Recent,2023-02,2025-12,637,671,29,1,1,1,6.0,4.0,0.21428571428571427,2.0,110,79.86,55.379999999999995,6,17,35,0,0.8285714285714286,3.793103448275862,1,0,0
C00881,53748.26,289,117,30,11,5,5,8,8,2023-01-01,2025-12-01,0.7142857142857143,0.8333333333333334,0.4444444444444444,0.22857142857142856,459.3868376068376,185.9801384083045,2023-01,2025-12,636,671,30,1,1,1,12.0,2.0,0.20689655172413793,1.0,36,0,0.8333333333333334,0,0,1493.0072222222223,53748.26,10.0,0,30,53748.26,High Value,Very Recent,2023-01,2025-11,636,670,27,1,1,1,6.0,6.0,0.3076923076923077,2.0,82,65.03999999999999,46.77,6,15,35,1,0.7714285714285715,3.037037037037037,1,0,0
C00882,11279.58,88,26,12,12,5,4,8,9,2023-01-01,2025-07-01,0.7142857142857143,0.6666666666666666,0.4444444444444444,0.2571428571428571,433.83,128.17704545454546,2023-01,2025-07,636,666,12,0,1,1,3.0,1.0,1.7272727272727273,13.0,31,5,0.3870967741935484,0,0,363.8574193548387,11279.58,4.64516129032258,5,12,11279.58,Mid Value,Cooling,2023-01,2025-12,636,671,23,1,1,1,6.0,1.0,0.5909090909090909,4.0,75,43.92,41.72,5,12,36,0,0.6388888888888888,3.260869565217391,1,0,0
C00883,20154.61,63,15,7,9,4,5,8,8,2023-08-01,2025-03-01,0.5714285714285714,0.8333333333333334,0.4444444444444444,0.22857142857142856,1343.6406666666667,319.9144444444444,2023-08,2025-03,643,662,7,0,0,1,2.0,2.0,2.1666666666666665,5.0,20,9,0.35,1,0,1007.7305,20154.61,4.2,9,7,20154.61,High Value,Inactive,2023-01,2025-12,636,671,24,1,1,1,5.0,2.0,0.5217391304347826,2.0,58,40.67,35.74,5,13,36,0,0.6666666666666666,2.4166666666666665,1,0,1
C00884,4022.87,18,13,6,9,5,3,6,6,2023-10-01,2025-11-01,0.7142857142857143,0.5,0.3333333333333333,0.17142857142857143,309.45153846153846,223.49277777777777,2023-10,2025-11,645,670,6,1,1,1,1.0,1.0,4.0,11.0,26,1,0.23076923076923078,0,0,154.72576923076923,4022.87,2.7692307692307696,1,6,4022.87,Low Value,Very Recent,2023-03,2025-08,638,667,11,0,1,1,3.0,1.0,1.9,7.0,28,17.07,15.33,5,9,30,4,0.36666666666666664,2.5454545454545454,1,0,0
C00885,56255.84,145,19,9,11,6,5,9,10,2023-07-01,2025-09-01,0.8571428571428571,0.8333333333333334,0.5,0.2857142857142857,2960.833684210526,387.97131034482754,2023-07,2025-09,642,668,9,1,1,1,2.0,1.0,2.25,8.0,27,3,0.3333333333333333,0,0,2083.5496296296296,56255.84,4.0,3,9,56255.84,High Value,Recent,2023-07,2025-12,642,671,10,1,1,1,4.0,1.0,2.2222222222222223,9.0,29,25.150000000000002,15.85,5,9,30,0,0.3333333333333333,2.9,1,0,0
C00886,37454.41,196,26,12,9,5,5,8,9,2023-03-01,2025-05-01,0.7142857142857143,0.8333333333333334,0.4444444444444444,0.2571428571428571,1440.5542307692308,191.0939285714286,2023-03,2025-05,638,664,12,0,0,1,3.0,1.0,1.3636363636363635,5.0,27,7,0.4444444444444444,1,0,1387.2003703703706,37454.41,5.333333333333333,7,12,37454.41,High Value,Inactive,2023-01,2025-11,636,670,22,1,1,1,3.0,2.0,0.6190476190476191,2.0,70,51.78,32.72,5,15,35,1,0.6285714285714286,3.1818181818181817,1,0,1
C00887,68187.01,234,97,31,4,3,2,3,4,2023-01-01,2025-12-01,0.42857142857142855,0.3333333333333333,0.16666666666666666,0.11428571428571428,702.9588659793814,291.3974786324786,2023-01,2025-12,636,671,31,1,1,1,12.0,5.0,0.16666666666666666,1.0,36,0,0.8611111111111112,0,0,1894.083611111111,68187.01,10.333333333333334,0,31,68187.01,Top Value,Very Recent,2023-01,2025-12,636,671,27,1,1,1,11.0,11.0,0.34615384615384615,3.0,119,93.82000000000001,60.9,6,16,36,0,0.75,4.407407407407407,1,0,0
C00888,32533.19,166,23,10,11,5,4,7,9,2023-02-01,2025-01-01,0.7142857142857143,0.6666666666666666,0.3888888888888889,0.2571428571428571,1414.4865217391305,195.9830722891566,2023-02,2025-01,637,660,10,0,0,1,2.0,1.0,1.5555555555555556,4.0,24,11,0.4166666666666667,1,0,1355.5495833333332,32533.19,5.0,11,10,32533.19,High Value,Inactive,2023-05,2025-07,640,666,15,0,1,1,4.0,2.0,0.8571428571428571,3.0,35,24.57,18.76,4,12,27,5,0.5555555555555556,2.3333333333333335,1,0,1
C00889,6548.81,33,24,14,10,6,5,9,10,2023-04-01,2025-06-01,0.8571428571428571,0.8333333333333334,0.5,0.2857142857142857,272.86708333333337,198.4487878787879,2023-04,2025-06,639,665,14,0,1,1,4.0,4.0,1.0,5.0,27,6,0.5185185185185185,1,0,242.54851851851853,6548.81,6.222222222222222,6,14,6548.81,Low Value,Cooling,2023-03,2025-12,638,671,18,1,1,1,4.0,1.0,0.9411764705882353,4.0,56,44.71,23.7,5,14,34,0,0.5294117647058824,3.111111111111111,1,0,0
C00890,15103.460000000001,58,22,10,10,5,4,6,6,2024-09-01,2025-12-01,0.7142857142857143,0.6666666666666666,0.3333333333333333,0.17142857142857143,686.5209090909092,260.4044827586207,2024-09,2025-12,656,671,10,1,1,1,4.0,3.0,0.6666666666666666,3.0,16,0,0.625,0,0,943.9662500000001,15103.460000000001,7.5,0,10,15103.460000000001,Mid Value,Very Recent,2023-01,2025-12,636,671,24,1,1,1,11.0,3.0,0.5217391304347826,5.0,72,53.97,41.91,5,17,36,0,0.6666666666666666,3.0,1,0,0
C00891,2863.19,22,17,8,5,4,2,4,4,2023-09-01,2025-09-01,0.5714285714285714,0.3333333333333333,0.2222222222222222,0.11428571428571428,168.4229411764706,130.145,2023-09,2025-09,644,668,8,1,1,1,2.0,1.0,2.4285714285714284,5.0,25,3,0.32,0,0,114.5276,2863.19,3.84,3,8,2863.19,Low Value,Recent,2023-06,2025-11,641,670,9,1,1,1,2.0,1.0,2.625,7.0,29,21.28,16.41,4,9,30,1,0.3,3.2222222222222223,1,0,0
C00892,35350.0,281,30,13,11,7,3,6,8,2023-02-01,2025-03-01,1.0,0.5,0.3333333333333333,0.22857142857142856,1178.3333333333333,125.80071174377224,2023-02,2025-03,637,662,13,0,0,1,3.0,1.0,1.0833333333333333,4.0,26,9,0.5,1,0,1359.6153846153845,35350.0,6.0,9,13,35350.0,High Value,Inactive,2023-02,2025-12,637,671,20,1,1,1,5.0,1.0,0.7894736842105263,3.0,68,52.81,38.29,5,14,35,0,0.5714285714285714,3.4,1,0,1
C00893,231.57,2,2,1,2,2,1,1,2,2023-03-01,2023-03-01,0.2857142857142857,0.16666666666666666,0.05555555555555555,0.05714285714285714,115.785,115.785,2023-03,2023-03,638,638,1,0,0,0,1.0,1.0,0.0,0.0,1,33,1.0,1,1,231.57,231.57,12.0,33,1,231.57,Low Value,Inactive,2023-01,2025-12,636,671,27,1,1,1,12.0,12.0,0.34615384615384615,3.0,66,45.94,37.63,6,14,36,0,0.75,2.4444444444444446,1,0,1
C00894,55163.37,205,22,10,10,6,4,8,9,2023-03-01,2025-12-01,0.8571428571428571,0.6666666666666666,0.4444444444444444,0.2571428571428571,2507.425909090909,269.08960975609756,2023-03,2025-12,638,671,10,1,1,1,3.0,1.0,2.6666666666666665,15.0,34,0,0.29411764705882354,0,0,1622.4520588235296,55163.37,3.5294117647058822,0,10,55163.37,High Value,Very Recent,2023-02,2025-12,637,671,12,1,1,1,2.0,1.0,2.090909090909091,7.0,35,24.880000000000003,20.02,5,11,35,0,0.34285714285714286,2.9166666666666665,1,0,0
C00895,8995.32,38,9,4,6,4,4,5,6,2023-01-01,2024-05-01,0.5714285714285714,0.6666666666666666,0.2777777777777778,0.17142857142857143,999.48,236.71894736842106,2023-01,2024-05,636,652,4,0,0,0,2.0,1.0,4.333333333333333,11.0,17,19,0.23529411764705882,1,1,529.1364705882353,8995.32,2.8235294117647056,19,4,8995.32,Mid Value,Inactive,2023-01,2025-12,636,671,18,1,1,1,6.0,1.0,1.0588235294117647,3.0,43,28.04,22.66,6,15,36,0,0.5,2.388888888888889,1,0,1
C00896,117566.31999999999,354,103,29,6,5,5,6,6,2023-01-01,2025-12-01,0.7142857142857143,0.8333333333333334,0.3333333333333333,0.17142857142857143,1141.4205825242718,332.1082485875706,2023-01,2025-12,636,671,29,1,1,1,13.0,4.0,0.25,2.0,36,0,0.8055555555555556,0,0,3265.7311111111107,117566.31999999999,9.666666666666666,0,29,117566.31999999999,Top Value,Very Recent,2023-01,2025-12,636,671,26,1,1,1,7.0,1.0,0.4,3.0,104,75.31,52.089999999999996,6,14,36,0,0.7222222222222222,4.0,1,0,0
C00897,34808.93,117,14,8,5,5,4,5,5,2023-03-01,2024-04-01,0.7142857142857143,0.6666666666666666,0.2777777777777778,0.14285714285714285,2486.352142857143,297.51222222222225,2023-03,2024-04,638,651,8,0,0,0,3.0,1.0,0.8571428571428571,3.0,14,20,0.5714285714285714,1,1,2486.352142857143,34808.93,6.857142857142857,20,8,34808.93,High Value,Inactive,2023-01,2025-09,636,668,14,1,1,1,4.0,3.0,1.4615384615384615,5.0,43,34.269999999999996,21.7,6,12,33,3,0.42424242424242425,3.0714285714285716,1,0,1
C00898,1069.6,7,5,2,4,4,3,4,4,2023-02-01,2023-05-01,0.5714285714285714,0.5,0.2222222222222222,0.11428571428571428,213.92,152.79999999999998,2023-02,2023-05,637,640,2,0,0,0,1.0,1.0,2.0,2.0,4,31,0.5,1,1,267.4,1069.6,6.0,31,2,1069.6,Low Value,Inactive,2023-02,2025-12,637,671,24,1,1,1,5.0,2.0,0.4782608695652174,2.0,57,39.07,29.93,6,16,35,0,0.6857142857142857,2.375,1,0,1
C00899,16718.94,78,13,6,6,4,4,6,6,2024-09-01,2025-12-01,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.17142857142857143,1286.0723076923075,214.3453846153846,2024-09,2025-12,656,671,6,1,1,1,3.0,2.0,2.0,7.0,16,0,0.375,0,0,1044.93375,16718.94,4.5,0,6,16718.94,Mid Value,Very Recent,2023-01,2025-12,636,671,27,1,1,1,13.0,3.0,0.34615384615384615,4.0,75,59.48,36.63,6,18,36,0,0.75,2.7777777777777777,1,0,0
C00900,16946.25,46,12,5,8,7,5,6,7,2023-01-01,2025-05-01,1.0,0.8333333333333334,0.3333333333333333,0.2,1412.1875,368.3967391304348,2023-01,2025-05,636,664,5,0,0,1,2.0,1.0,6.0,11.0,29,7,0.1724137931034483,1,0,584.3534482758621,16946.25,2.0689655172413794,7,5,16946.25,Mid Value,Inactive,2023-01,2025-12,636,671,19,1,1,1,4.0,1.0,0.9444444444444444,5.0,41,25.52,22.47,6,15,36,0,0.5277777777777778,2.1578947368421053,1,0,1
C00901,3561.1800000000003,10,4,4,3,3,3,3,3,2023-04-01,2025-06-01,0.42857142857142855,0.5,0.16666666666666666,0.08571428571428572,890.2950000000001,356.11800000000005,2023-04,2025-06,639,665,4,0,1,1,2.0,1.0,7.666666666666667,21.0,27,6,0.14814814814814814,1,0,131.89555555555557,3561.1800000000003,1.7777777777777777,6,4,3561.1800000000003,Low Value,Cooling,2023-01,2025-12,636,671,27,1,1,1,7.0,3.0,0.34615384615384615,3.0,63,48.78,31.7,6,16,36,0,0.75,2.3333333333333335,1,0,0
C00902,2477.15,8,7,4,6,5,4,5,6,2023-02-01,2023-12-01,0.7142857142857143,0.6666666666666666,0.2777777777777778,0.17142857142857143,353.87857142857143,309.64375,2023-02,2023-12,637,647,4,0,0,0,1.0,1.0,2.3333333333333335,4.0,11,24,0.36363636363636365,1,1,225.19545454545457,2477.15,4.363636363636364,24,4,2477.15,Low Value,Inactive,2023-02,2025-12,637,671,25,1,1,1,7.0,2.0,0.4166666666666667,2.0,59,38.73,39.72,5,17,35,0,0.7142857142857143,2.36,1,0,1
C00903,3078.5299999999997,12,6,4,4,3,4,4,4,2023-01-01,2024-10-01,0.42857142857142855,0.6666666666666666,0.2222222222222222,0.11428571428571428,513.0883333333333,256.5441666666666,2023-01,2024-10,636,657,4,0,0,0,2.0,1.0,6.0,15.0,22,14,0.18181818181818182,1,1,139.9331818181818,3078.5299999999997,2.181818181818182,14,4,3078.5299999999997,Low Value,Inactive,2023-01,2025-12,636,671,23,1,1,1,5.0,2.0,0.5909090909090909,3.0,49,34.49,29.74,6,12,36,0,0.6388888888888888,2.130434782608696,1,0,1
C00904,32742.809999999998,105,26,11,8,6,4,7,8,2023-02-01,2025-11-01,0.8571428571428571,0.6666666666666666,0.3888888888888889,0.22857142857142856,1259.3388461538461,311.8362857142857,2023-02,2025-11,637,670,11,1,1,1,2.0,2.0,2.3,6.0,34,1,0.3235294117647059,0,0,963.0238235294117,32742.809999999998,3.8823529411764706,1,11,32742.809999999998,High Value,Very Recent,2023-03,2025-07,638,666,12,0,1,1,2.0,1.0,1.5454545454545454,3.0,31,26.41,16.03,4,10,29,5,0.41379310344827586,2.5833333333333335,1,0,0
C00905,18085.69,59,18,10,7,4,4,7,7,2023-02-01,2025-09-01,0.5714285714285714,0.6666666666666666,0.3888888888888889,0.2,1004.7605555555555,306.5371186440678,2023-02,2025-09,637,668,10,1,1,1,2.0,1.0,2.4444444444444446,7.0,32,3,0.3125,0,0,565.1778125,18085.69,3.75,3,10,18085.69,Mid Value,Recent,2023-02,2025-10,637,669,14,1,1,1,4.0,2.0,1.4615384615384615,6.0,41,29.44,20.14,6,12,33,2,0.42424242424242425,2.9285714285714284,1,0,0
C00906,82885.82,170,23,8,9,6,4,6,8,2023-05-01,2025-07-01,0.8571428571428571,0.6666666666666666,0.3333333333333333,0.22857142857142856,3603.7313043478266,487.56364705882356,2023-05,2025-07,640,666,8,0,1,1,2.0,1.0,2.7142857142857144,6.0,27,5,0.2962962962962963,0,0,3069.8451851851855,82885.82,3.5555555555555554,5,8,82885.82,Top Value,Cooling,2023-05,2025-11,640,670,11,1,1,1,2.0,1.0,2.0,6.0,31,22.09,17.42,4,9,31,1,0.3548387096774194,2.8181818181818183,1,0,0
C00907,39784.29,108,20,11,6,4,4,5,6,2024-01-01,2025-11-01,0.5714285714285714,0.6666666666666666,0.2777777777777778,0.17142857142857143,1989.2145,368.37305555555554,2024-01,2025-11,648,670,11,1,1,1,3.0,3.0,1.2,4.0,23,1,0.4782608695652174,0,0,1729.7517391304348,39784.29,5.739130434782608,1,11,39784.29,High Value,Very Recent,2023-01,2025-12,636,671,24,1,1,1,7.0,4.0,0.5217391304347826,5.0,75,54.71,38.68,6,16,36,0,0.6666666666666666,3.125,1,0,0
C00908,27405.22,150,21,10,8,5,3,5,6,2023-01-01,2025-03-01,0.7142857142857143,0.5,0.2777777777777778,0.17142857142857143,1305.0104761904763,182.70146666666668,2023-01,2025-03,636,662,10,0,0,1,2.0,1.0,1.8888888888888888,5.0,27,9,0.37037037037037035,1,0,1015.0081481481482,27405.22,4.444444444444445,9,10,27405.22,High Value,Inactive,2023-06,2025-10,641,669,15,1,1,1,3.0,1.0,1.0,3.0,51,39.42,26.22,6,11,29,2,0.5172413793103449,3.4,1,0,1
C00909,14617.14,42,20,7,4,4,3,4,4,2024-04-01,2025-10-01,0.5714285714285714,0.5,0.2222222222222222,0.11428571428571428,730.857,348.02714285714285,2024-04,2025-10,651,669,7,1,1,1,2.0,2.0,2.0,5.0,19,2,0.3684210526315789,0,0,769.3231578947368,14617.14,4.421052631578948,2,7,14617.14,Mid Value,Recent,2023-01,2025-10,636,669,22,1,1,1,4.0,4.0,0.5714285714285714,3.0,56,35.66,30.04,5,15,34,2,0.6470588235294118,2.5454545454545454,1,0,0
C00910,112173.06999999999,483,40,16,12,6,5,8,10,2024-02-01,2025-12-01,0.8571428571428571,0.8333333333333334,0.4444444444444444,0.2857142857142857,2804.3267499999997,232.24238095238093,2024-02,2025-12,649,671,16,1,1,1,6.0,2.0,0.4666666666666667,3.0,23,0,0.6956521739130435,0,0,4877.089999999999,112173.06999999999,8.347826086956522,0,16,112173.06999999999,Top Value,Very Recent,2023-01,2025-12,636,671,32,1,1,1,22.0,6.0,0.12903225806451613,2.0,97,65.01,53.1,6,20,36,0,0.8888888888888888,3.03125,1,0,0
C00911,16984.31,109,33,14,4,3,4,4,4,2023-06-01,2025-08-01,0.42857142857142855,0.6666666666666666,0.2222222222222222,0.11428571428571428,514.6760606060607,155.81935779816516,2023-06,2025-08,641,667,14,0,1,1,4.0,2.0,1.0,8.0,27,4,0.5185185185185185,0,0,629.0485185185186,16984.31,6.222222222222222,4,14,16984.31,Mid Value,Cooling,2023-01,2025-08,636,667,16,0,1,1,5.0,2.0,1.0666666666666667,5.0,61,49.18,32.14,5,11,32,4,0.5,3.8125,1,0,0
C00912,20011.2,51,26,12,12,6,6,8,9,2023-02-01,2025-06-01,0.8571428571428571,1.0,0.4444444444444444,0.2571428571428571,769.6615384615385,392.3764705882353,2023-02,2025-06,637,665,12,0,1,1,5.0,5.0,1.5454545454545454,5.0,29,6,0.41379310344827586,1,0,690.0413793103448,20011.2,4.9655172413793105,6,12,20011.2,High Value,Cooling,2023-02,2025-11,637,670,10,1,1,1,4.0,1.0,2.6666666666666665,9.0,30,23.68,14.91,5,7,34,1,0.29411764705882354,3.0,1,0,0
C00913,23564.28,58,12,5,8,7,5,7,8,2024-09-01,2025-11-01,1.0,0.8333333333333334,0.3888888888888889,0.22857142857142856,1963.6899999999998,406.2806896551724,2024-09,2025-11,656,670,5,1,1,1,3.0,3.0,2.5,9.0,15,1,0.3333333333333333,0,0,1570.952,23564.28,4.0,1,5,23564.28,High Value,Very Recent,2023-01,2025-12,636,671,25,1,1,1,7.0,4.0,0.4583333333333333,4.0,58,40.94,31.669999999999998,6,17,36,0,0.6944444444444444,2.32,1,0,0
C00914,63527.68,203,34,15,9,7,3,5,8,2023-01-01,2025-09-01,1.0,0.5,0.2777777777777778,0.22857142857142856,1868.4611764705883,312.944236453202,2023-01,2025-09,636,668,15,1,1,1,2.0,1.0,1.2857142857142858,3.0,33,3,0.45454545454545453,0,0,1925.081212121212,63527.68,5.454545454545454,3,15,63527.68,Top Value,Recent,2023-02,2025-11,637,670,15,1,1,1,5.0,1.0,1.3571428571428572,6.0,42,27.830000000000002,21.11,4,10,34,1,0.4411764705882353,2.8,1,0,0
C00915,5120.92,25,19,7,8,5,6,8,8,2023-05-01,2025-11-01,0.7142857142857143,1.0,0.4444444444444444,0.22857142857142856,269.5221052631579,204.8368,2023-05,2025-11,640,670,7,1,1,1,1.0,1.0,4.0,12.0,31,1,0.22580645161290322,0,0,165.19096774193548,5120.92,2.7096774193548385,1,7,5120.92,Low Value,Very Recent,2023-01,2025-11,636,670,11,1,1,1,3.0,1.0,2.4,6.0,33,21.98,14.75,3,7,35,1,0.3142857142857143,3.0,1,0,0
C00916,469983.83,1818,99,29,6,4,4,6,6,2023-01-01,2025-11-01,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.17142857142857143,4747.311414141414,258.5169581958196,2023-01,2025-11,636,670,29,1,1,1,16.0,16.0,0.21428571428571427,3.0,35,1,0.8285714285714286,0,0,13428.10942857143,469983.83,9.942857142857143,1,29,469983.83,Top Value,Very Recent,2023-01,2025-12,636,671,29,1,1,1,7.0,4.0,0.25,3.0,109,85.97,59.79,6,15,36,0,0.8055555555555556,3.7586206896551726,1,0,0
C00917,17533.33,42,13,6,8,4,3,5,6,2023-05-01,2025-12-01,0.5714285714285714,0.5,0.2777777777777778,0.17142857142857143,1348.7176923076925,417.46023809523814,2023-05,2025-12,640,671,6,1,1,1,1.0,1.0,5.2,9.0,32,0,0.1875,0,0,547.9165625,17533.33,2.25,0,6,17533.33,Mid Value,Very Recent,2023-01,2025-12,636,671,12,1,1,1,2.0,1.0,2.1818181818181817,8.0,33,28.97,14.08,4,11,36,0,0.3333333333333333,2.75,1,0,0
C00919,34060.52,295,54,19,7,4,4,5,7,2023-03-01,2025-11-01,0.5714285714285714,0.6666666666666666,0.2777777777777778,0.2,630.7503703703703,115.45938983050847,2023-03,2025-11,638,670,19,1,1,1,7.0,7.0,0.7777777777777778,4.0,33,1,0.5757575757575758,0,0,1032.1369696969696,34060.52,6.909090909090909,1,19,34060.52,High Value,Very Recent,2023-01,2025-11,636,670,28,1,1,1,8.0,8.0,0.25925925925925924,3.0,91,67.32,45.93,5,16,35,1,0.8,3.25,1,0,0
C00920,189654.89,564,91,30,4,3,2,3,3,2023-01-01,2025-11-01,0.42857142857142855,0.3333333333333333,0.16666666666666666,0.08571428571428572,2084.1196703296705,336.2675354609929,2023-01,2025-11,636,670,30,1,1,1,10.0,3.0,0.1724137931034483,2.0,35,1,0.8571428571428571,0,0,5418.711142857143,189654.89,10.285714285714286,1,30,189654.89,Top Value,Very Recent,2023-01,2025-12,636,671,28,1,1,1,11.0,4.0,0.2962962962962963,2.0,143,102.11,75.34,5,14,36,0,0.7777777777777778,5.107142857142857,1,0,0
C00921,20189.95,52,11,6,7,5,2,4,6,2023-03-01,2025-03-01,0.7142857142857143,0.3333333333333333,0.2222222222222222,0.17142857142857143,1835.45,388.26826923076925,2023-03,2025-03,638,662,6,0,0,1,3.0,1.0,3.8,15.0,25,9,0.24,1,0,807.5980000000001,20189.95,2.88,9,6,20189.95,High Value,Inactive,2023-01,2025-12,636,671,22,1,1,1,5.0,2.0,0.6666666666666666,4.0,67,52.8,34.97,6,16,36,0,0.6111111111111112,3.0454545454545454,1,0,1
C00922,48236.21,221,31,14,10,5,4,7,10,2024-04-01,2025-12-01,0.7142857142857143,0.6666666666666666,0.3888888888888889,0.2857142857142857,1556.0067741935484,218.26339366515836,2024-04,2025-12,651,671,14,1,1,1,8.0,8.0,0.5384615384615384,4.0,21,0,0.6666666666666666,0,0,2296.962380952381,48236.21,8.0,0,14,48236.21,High Value,Very Recent,2023-01,2025-12,636,671,31,1,1,1,18.0,3.0,0.16666666666666666,2.0,99,87.84,49.47,6,19,36,0,0.8611111111111112,3.193548387096774,1,0,0
